method,horizon,forecast_quarter,target_quarter,selected_variable,selection_stage
Threshold ridge,4,2010 Q1,2011 Q1,CPIAUCSL_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,PPICMM_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,PPICMM_m2,NA
Threshold ridge,4,2010 Q1,2011 Q1,OILPRICEx_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,TB3MS_m2,NA
Threshold ridge,4,2010 Q1,2011 Q1,TB3MS_m4,NA
Threshold ridge,4,2010 Q1,2011 Q1,AAA_m0,NA
Threshold ridge,4,2010 Q1,2011 Q1,BAA_m0,NA
Threshold ridge,4,2010 Q1,2011 Q1,S&P 500_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,UMCSENTx_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,UMCSENTx_m4,NA
Threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m1,NA
Threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m2,NA
Threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m3,NA
Threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m4,NA
Threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,INDPRO_m2,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,RETAILx_m4,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,CPIAUCSL_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,PPICMM_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,PPICMM_m2,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,OILPRICEx_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TB3MS_m2,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TB3MS_m4,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,AAA_m0,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,BAA_m0,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,S&P 500_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,UMCSENTx_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,UMCSENTx_m4,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m1,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m2,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m3,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2010 Q1,2011 Q1,TERM_SPREAD_m5,NA
LASSO,4,2010 Q2,2011 Q2,BAA_m0,NA
Elastic net,4,2010 Q2,2011 Q2,BAA_m0,NA
Threshold ridge,4,2010 Q2,2011 Q2,CMRMTSPLx_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,RETAILx_m4,NA
Threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m4,NA
Threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m5,NA
Threshold ridge,4,2010 Q2,2011 Q2,PPICMM_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,PCEPI_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,OILPRICEx_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m0,NA
Threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m2,NA
Threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m4,NA
Threshold ridge,4,2010 Q2,2011 Q2,BAA_m0,NA
Threshold ridge,4,2010 Q2,2011 Q2,S&P 500_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,UMCSENTx_m1,NA
Threshold ridge,4,2010 Q2,2011 Q2,UMCSENTx_m4,NA
Threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m2,NA
Threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m4,NA
Threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,RETAILx_m4,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m4,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,CPIAUCSL_m5,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,PPICMM_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,PCEPI_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,OILPRICEx_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m0,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m2,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TB3MS_m4,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,BAA_m0,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,S&P 500_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,UMCSENTx_m1,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,UMCSENTx_m4,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m2,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2010 Q2,2011 Q2,TERM_SPREAD_m5,NA
Threshold ridge,4,2010 Q3,2011 Q3,CMRMTSPLx_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,RETAILx_m4,NA
Threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m4,NA
Threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m5,NA
Threshold ridge,4,2010 Q3,2011 Q3,PPICMM_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,PCEPI_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,OILPRICEx_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m0,NA
Threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m2,NA
Threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m4,NA
Threshold ridge,4,2010 Q3,2011 Q3,BAA_m0,NA
Threshold ridge,4,2010 Q3,2011 Q3,S&P 500_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,UMCSENTx_m1,NA
Threshold ridge,4,2010 Q3,2011 Q3,UMCSENTx_m4,NA
Threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m2,NA
Threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m4,NA
Threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,RETAILx_m4,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m4,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,CPIAUCSL_m5,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,PPICMM_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,PCEPI_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,OILPRICEx_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m0,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m2,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TB3MS_m4,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,BAA_m0,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,S&P 500_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,UMCSENTx_m1,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,UMCSENTx_m4,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m2,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2010 Q3,2011 Q3,TERM_SPREAD_m5,NA
Elastic net,4,2010 Q4,2011 Q4,BAA_m0,NA
Threshold ridge,4,2010 Q4,2011 Q4,CMRMTSPLx_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,RETAILx_m4,NA
Threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m4,NA
Threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m5,NA
Threshold ridge,4,2010 Q4,2011 Q4,PPICMM_m2,NA
Threshold ridge,4,2010 Q4,2011 Q4,PCEPI_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,OILPRICEx_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m0,NA
Threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m2,NA
Threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m4,NA
Threshold ridge,4,2010 Q4,2011 Q4,BAA_m0,NA
Threshold ridge,4,2010 Q4,2011 Q4,S&P 500_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,UMCSENTx_m1,NA
Threshold ridge,4,2010 Q4,2011 Q4,UMCSENTx_m4,NA
Threshold ridge,4,2010 Q4,2011 Q4,TERM_SPREAD_m4,NA
Threshold ridge,4,2010 Q4,2011 Q4,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,RETAILx_m4,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m4,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,CPIAUCSL_m5,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,PPICMM_m2,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,PCEPI_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,OILPRICEx_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m0,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m2,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TB3MS_m4,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,BAA_m0,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,S&P 500_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,UMCSENTx_m1,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,UMCSENTx_m4,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2010 Q4,2011 Q4,TERM_SPREAD_m5,NA
Threshold ridge,4,2011 Q1,2012 Q1,CMRMTSPLx_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,RETAILx_m4,NA
Threshold ridge,4,2011 Q1,2012 Q1,BOGMBASE_m2,NA
Threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m4,NA
Threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m5,NA
Threshold ridge,4,2011 Q1,2012 Q1,PPICMM_m2,NA
Threshold ridge,4,2011 Q1,2012 Q1,PCEPI_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,OILPRICEx_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m0,NA
Threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m2,NA
Threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m4,NA
Threshold ridge,4,2011 Q1,2012 Q1,BAA_m0,NA
Threshold ridge,4,2011 Q1,2012 Q1,S&P 500_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,UMCSENTx_m1,NA
Threshold ridge,4,2011 Q1,2012 Q1,UMCSENTx_m4,NA
Threshold ridge,4,2011 Q1,2012 Q1,TERM_SPREAD_m4,NA
Threshold ridge,4,2011 Q1,2012 Q1,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,RETAILx_m4,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,BOGMBASE_m2,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m4,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,CPIAUCSL_m5,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,PPICMM_m2,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,PCEPI_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,OILPRICEx_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m0,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m2,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TB3MS_m4,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,BAA_m0,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,S&P 500_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,UMCSENTx_m1,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,UMCSENTx_m4,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2011 Q1,2012 Q1,TERM_SPREAD_m5,NA
Threshold ridge,4,2011 Q2,2012 Q2,CMRMTSPLx_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,RETAILx_m4,NA
Threshold ridge,4,2011 Q2,2012 Q2,BOGMBASE_m2,NA
Threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m4,NA
Threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m5,NA
Threshold ridge,4,2011 Q2,2012 Q2,PPICMM_m2,NA
Threshold ridge,4,2011 Q2,2012 Q2,PCEPI_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,PCEPI_m5,NA
Threshold ridge,4,2011 Q2,2012 Q2,OILPRICEx_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m2,NA
Threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m4,NA
Threshold ridge,4,2011 Q2,2012 Q2,AAA_m0,NA
Threshold ridge,4,2011 Q2,2012 Q2,BAA_m0,NA
Threshold ridge,4,2011 Q2,2012 Q2,S&P 500_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,UMCSENTx_m1,NA
Threshold ridge,4,2011 Q2,2012 Q2,UMCSENTx_m4,NA
Threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m2,NA
Threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m4,NA
Threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,RETAILx_m4,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,BOGMBASE_m2,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m4,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,CPIAUCSL_m5,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,PPICMM_m2,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,PCEPI_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,PCEPI_m5,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,OILPRICEx_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m2,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TB3MS_m4,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,AAA_m0,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,BAA_m0,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,S&P 500_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,UMCSENTx_m1,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,UMCSENTx_m4,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m2,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2011 Q2,2012 Q2,TERM_SPREAD_m5,NA
LASSO,4,2011 Q3,2012 Q3,TB3MS_m4,NA
Threshold ridge,4,2011 Q3,2012 Q3,CMRMTSPLx_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,RETAILx_m4,NA
Threshold ridge,4,2011 Q3,2012 Q3,BOGMBASE_m2,NA
Threshold ridge,4,2011 Q3,2012 Q3,BUSLOANS_m2,NA
Threshold ridge,4,2011 Q3,2012 Q3,CPIAUCSL_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,CPIAUCSL_m5,NA
Threshold ridge,4,2011 Q3,2012 Q3,PPICMM_m2,NA
Threshold ridge,4,2011 Q3,2012 Q3,PCEPI_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,OILPRICEx_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,FEDFUNDS_m3,NA
Threshold ridge,4,2011 Q3,2012 Q3,TB3MS_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,TB3MS_m4,NA
Threshold ridge,4,2011 Q3,2012 Q3,AAA_m0,NA
Threshold ridge,4,2011 Q3,2012 Q3,BAA_m0,NA
Threshold ridge,4,2011 Q3,2012 Q3,S&P 500_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,UMCSENTx_m1,NA
Threshold ridge,4,2011 Q3,2012 Q3,UMCSENTx_m4,NA
Threshold ridge,4,2011 Q3,2012 Q3,TERM_SPREAD_m4,NA
Threshold ridge,4,2011 Q3,2012 Q3,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,RETAILx_m4,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,BOGMBASE_m2,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,BUSLOANS_m2,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,CPIAUCSL_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,CPIAUCSL_m5,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,PPICMM_m2,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,PCEPI_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,OILPRICEx_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,FEDFUNDS_m3,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,TB3MS_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,TB3MS_m4,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,AAA_m0,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,BAA_m0,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,S&P 500_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,UMCSENTx_m1,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,UMCSENTx_m4,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2011 Q3,2012 Q3,TERM_SPREAD_m5,NA
Elastic net,4,2011 Q4,2012 Q4,TB3MS_m4,NA
Threshold ridge,4,2011 Q4,2012 Q4,CMRMTSPLx_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,RETAILx_m4,NA
Threshold ridge,4,2011 Q4,2012 Q4,BOGMBASE_m2,NA
Threshold ridge,4,2011 Q4,2012 Q4,CPIAUCSL_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,CPIAUCSL_m5,NA
Threshold ridge,4,2011 Q4,2012 Q4,PPICMM_m2,NA
Threshold ridge,4,2011 Q4,2012 Q4,PCEPI_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,OILPRICEx_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m2,NA
Threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m4,NA
Threshold ridge,4,2011 Q4,2012 Q4,AAA_m0,NA
Threshold ridge,4,2011 Q4,2012 Q4,BAA_m0,NA
Threshold ridge,4,2011 Q4,2012 Q4,S&P 500_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,UMCSENTx_m1,NA
Threshold ridge,4,2011 Q4,2012 Q4,UMCSENTx_m4,NA
Threshold ridge,4,2011 Q4,2012 Q4,TERM_SPREAD_m4,NA
Threshold ridge,4,2011 Q4,2012 Q4,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,RETAILx_m4,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,BOGMBASE_m2,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,CPIAUCSL_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,CPIAUCSL_m5,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,PPICMM_m2,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,PCEPI_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,OILPRICEx_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m2,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,TB3MS_m4,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,AAA_m0,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,BAA_m0,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,S&P 500_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,UMCSENTx_m1,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,UMCSENTx_m4,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,TERM_SPREAD_m4,NA
Post-threshold ridge,4,2011 Q4,2012 Q4,TERM_SPREAD_m5,NA
LASSO,4,2012 Q1,2013 Q1,TB3MS_m4,NA
Threshold ridge,4,2012 Q1,2013 Q1,CMRMTSPLx_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,RETAILx_m4,NA
Threshold ridge,4,2012 Q1,2013 Q1,BOGMBASE_m2,NA
Threshold ridge,4,2012 Q1,2013 Q1,CPIAUCSL_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,CPIAUCSL_m4,NA
Threshold ridge,4,2012 Q1,2013 Q1,PPICMM_m2,NA
Threshold ridge,4,2012 Q1,2013 Q1,PCEPI_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,OILPRICEx_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,FEDFUNDS_m3,NA
Threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m0,NA
Threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m4,NA
Threshold ridge,4,2012 Q1,2013 Q1,BAA_m0,NA
Threshold ridge,4,2012 Q1,2013 Q1,S&P 500_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,UMCSENTx_m1,NA
Threshold ridge,4,2012 Q1,2013 Q1,UMCSENTx_m4,NA
Threshold ridge,4,2012 Q1,2013 Q1,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,RETAILx_m4,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,BOGMBASE_m2,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,CPIAUCSL_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,CPIAUCSL_m4,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,PPICMM_m2,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,PCEPI_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,OILPRICEx_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,FEDFUNDS_m3,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m0,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,TB3MS_m4,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,BAA_m0,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,S&P 500_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,UMCSENTx_m1,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,UMCSENTx_m4,NA
Post-threshold ridge,4,2012 Q1,2013 Q1,TERM_SPREAD_m5,NA
LASSO,4,2012 Q2,2013 Q2,TB3MS_m4,NA
Threshold ridge,4,2012 Q2,2013 Q2,CMRMTSPLx_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,RETAILx_m4,NA
Threshold ridge,4,2012 Q2,2013 Q2,BOGMBASE_m2,NA
Threshold ridge,4,2012 Q2,2013 Q2,CPIAUCSL_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,PPICMM_m2,NA
Threshold ridge,4,2012 Q2,2013 Q2,PCEPI_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,OILPRICEx_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,TB3MS_m0,NA
Threshold ridge,4,2012 Q2,2013 Q2,TB3MS_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,TB3MS_m2,NA
Threshold ridge,4,2012 Q2,2013 Q2,TB3MS_m4,NA
Threshold ridge,4,2012 Q2,2013 Q2,BAA_m0,NA
Threshold ridge,4,2012 Q2,2013 Q2,S&P 500_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,UMCSENTx_m1,NA
Threshold ridge,4,2012 Q2,2013 Q2,UMCSENTx_m4,NA
Threshold ridge,4,2012 Q2,2013 Q2,TERM_SPREAD_m4,NA
Threshold ridge,4,2012 Q2,2013 Q2,TERM_SPREAD_m5,NA
Post-threshold ridge,4,2012 Q2,2013 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,4,2012 Q2,2013 Q2,RETAILx_m4,NA
Post-threshold ridge,4,2012 Q2,2013 Q2,BOGMBASE_m2,NA
Post-threshold ridge,4,2012 Q2,2013 Q2,CPIAUCSL_m1,NA
Post-threshold ridge,4,2012 Q2,2013 Q2,PPICMM_m2,NA
